"birthYear","nameFirst","nameLast","nameGiven","weight","height","bats","throws"
1943,"Joe","Moeller","Joseph Douglas",192,77,"R","R"
1938,"Ron","Moeller","Ronald Ralph",180,72,"L","L"
1859,"Joe","Moffet","Joseph William",179,72,NA,NA
1857,"Sam","Moffet","Samuel R.",175,72,"R","R"
1948,"Randy","Moffitt","Randall James",190,75,"R","R"
1928,"Herb","Moford","Herbert",175,73,"R","R"
1889,"George","Mogridge","George Anthony",165,74,"L","L"
1898,"John","Mohardt","John Henry",165,70,"R","R"
1892,"George","Mohart","George Benjamin",165,69,"R","R"
1870,"Kid","Mohler","Ernest Follette",145,64,"R","L"
1968,"Mike","Mohler","Michael Ross",195,74,"R","L"
1956,"Dale","Mohorcic","Dale Robert",220,75,"R","R"
1976,"Dustan","Mohr","Dustan Kyle",210,72,"R","R"
1925,"Bill","Moisan","William Joseph",170,73,"L","R"
1895,"Johnny","Mokan","John Leo",165,67,"R","R"
1925,"Fenton","Mole","Fenton Leroy",200,73,"L","L"
1876,"Carlton","Molesworth","Carlton",162,67,"L","L"
2002,"Anthony","Molina","Anthony Jose",170,73,"R","R"
1974,"Bengie","Molina","Benjamin Jose",190,71,"R","R"
1975,"Gabe","Molina","Cruz Gabriel",190,71,"R","R"
1982,"Gustavo","Molina","Gustavo Eduardo",245,73,"R","R"
1971,"Izzy","Molina","Islay",200,73,"R","R"
1975,"Jose","Molina","Jose Benjamin",250,72,"R","R"
1982,"Yadier","Molina","Yadier Benjamin",225,71,"R","R"
1950,"Bob","Molinaro","Robert Joseph",190,72,"L","R"
1956,"Paul","Molitor","Paul Leo",185,72,"R","R"
1992,"Sam","Moll","Samuel John",190,69,"L","L"
1984,"Dustin","Molleken","Dustin Douglas",260,76,"L","R"
1890,"Fred","Mollenkamp","Frederick Henry",195,74,NA,NA
1890,"Fritz","Mollwitz","Frederick August",170,74,"R","R"
1950,"Richie","Moloney","Richard Henry",185,75,"R","R"
1888,"Vince","Molyneaux","Vincent Leo",180,72,"R","R"
1915,"Blas","Monaco","Blas",170,71,"B","R"
1928,"Rinty","Monahan","Edward Francis",195,73,"R","R"
1974,"Shane","Monahan","Shane Hartland",195,72,"L","R"
1997,"Andruw","Monasterio","Andruw",186,71,"R","R"
1986,"Carlos","Monasterios","Carlos",205,73,"R","R"
1936,"Bill","Monbouquette","William Charles",190,71,"R","R"
1995,"Yoan","Moncada","Yoan Manuel",225,74,"B","R"
1903,"Freddie","Moncewicz","Frederick Alfred",175,68,"R","R"
1917,"Alex","Monchak","Alex",180,72,"R","R"
1988,"Carlos","Moncrief","Carlos Antwan",220,72,"L","R"
1945,"Rick","Monday","Robert James",193,75,"L","L"
1995,"Adalberto","Mondesi","Raul Adalberto",200,73,"B","R"
1971,"Raul","Mondesi","Raul Ramon",202,71,"R","R"
1995,"Nate","Mondou","Nathan Wayne",195,69,"L","R"
1986,"Johnny","Monell","Johnny",210,73,"L","R"
1947,"Don","Money","Donald Wayne",170,73,"R","R"
1951,"Sid","Monge","Isidro Pedroza",185,74,"B","L"
1998,"Mickey","Moniak","McKenzie Matthew",195,74,"L","R"
1977,"Craig","Monroe","Craig Keystone",195,73,"R","R"
1895,"Ed","Monroe","Edward Oliver",187,77,"R","R"
1855,"Frank","Monroe","Frank C.",NA,NA,NA,NA
1897,"John","Monroe","John Allen",160,70,"L","R"
1956,"Larry","Monroe","Lawrence James",200,76,"R","R"
1931,"Zach","Monroe","Zachary Charles",198,72,"R","R"
1905,"Ed","Montague","Edward Francis",165,70,"R","R"
1947,"John","Montague","John Evans",213,74,"R","R"
1964,"Rafael","Montalvo","Rafael Edgardo",185,72,"R","R"
1981,"Luis","Montanez","Luis Anibal",195,73,"R","R"
1948,"Willie","Montanez","Guillermo",170,72,"L","L"
1993,"Frankie","Montas","Francelis",255,74,"R","R"
1943,"Aurelio","Monteagudo","Aurelio Faustino",180,71,"R","R"
1916,"Rene","Monteagudo","Rene",165,67,"L","L"
1950,"John","Montefusco","John Joseph",180,73,"R","R"
1935,"Manny","Montejo","Manuel",150,71,"R","R"
1963,"Rich","Monteleone","Richard",205,74,"R","R"
1928,"Felipe","Montemayor","Felipe Angel",185,74,"L","L"
1977,"Agustin","Montero","Agustin Alcantara",210,75,"R","R"
1998,"Elehuris","Montero","Elehuris",235,75,"R","R"
1989,"Jesus","Montero","Jesus Alejandro",235,75,"R","R"
2000,"Keider","Montero","Keider Eduardo",145,73,"R","R"
1983,"Miguel","Montero","Miguel Angel",221,71,"L","R"
1990,"Rafael","Montero","Rafael",190,72,"R","R"
1996,"Coco","Montes","Robert Patrick",200,73,"R","R"
1996,"Bryce","Montes de Oca","Bryce",266,79,"R","R"
1920,"Al","Montgomery","Alvin Atlas",185,70,"R","R"
1944,"Bob","Montgomery","Robert Edward",195,73,"R","R"
1962,"Jeff","Montgomery","Jeffrey Thomas",170,71,"R","R"
1992,"Jordan","Montgomery","Jordan Blackmon",228,78,"L","L"
2000,"Mason","Montgomery","Mason Jack",205,74,"L","L"
1989,"Mike","Montgomery","Michael Paul",219,76,"L","L"
1946,"Monty","Montgomery","Monty Bryson",200,75,"R","R"
1969,"Ray","Montgomery","Raymond James",195,75,"R","R"
1970,"Steve","Montgomery","Steven Lewis",210,76,"R","R"
1965,"Charlie","Montoyo","Jose Carlos",170,70,"R","R"
1943,"Al","Montreuil","Allan Arthur",158,65,"R","R"
1983,"Luke","Montz","Luke",225,73,"R","R"
1933,"Ramon","Monzant","Ramon Segundo",160,72,"R","R"
1946,"Dan","Monzon","Daniel Francisco",182,70,"R","R"
1944,"Joe","Moock","Joseph Geoffrey",180,73,"L","R"
1971,"Eric","Moody","Eric Lane",185,78,"R","R"
1864,"George","Moolic","George Henry",145,67,"R","R"
1899,"Leo","Moon","Leo",165,71,"R","L"
1930,"Wally","Moon","Wallace Wade",169,72,"L","R"
1906,"Jim","Mooney","James Irving",168,71,"R","L"
1960,"Bill","Mooneyham","William Craig",175,72,"R","R"
1984,"Adam","Moore","Adam Ross",220,75,"R","R"
1902,"Al","Moore","Albert James",174,70,"R","R"
1994,"Andrew","Moore","Andrew George",195,72,"R","R"
1917,"Anse","Moore","Anselm Winn",190,73,"L","R"
1941,"Archie","Moore","Archie Francis",190,74,"L","L"
1951,"Balor","Moore","Balor Lilbon",178,74,"L","L"
1943,"Barry","Moore","Robert Barry",190,73,"L","L"
1902,"Bill","Moore","William Christopher",195,75,"R","R"
1901,"Bill","Moore","William Henry",170,71,"L","R"
1960,"Bill","Moore","William Ross",185,73,"R","L"
1958,"Bobby","Moore","Robert Devell",200,76,"R","R"
1965,"Bobby","Moore","Robert Vincent",165,71,"R","R"
1964,"Brad","Moore","Bradley Alan",185,73,"R","R"
1906,"Carlos","Moore","Carlos Whitman",180,73,"R","R"
1884,"Charley","Moore","Charles Wesley",160,70,"R","R"
1953,"Charlie","Moore","Charles William",180,71,"R","R"
1905,"Cy","Moore","William Austin",178,73,"R","R"
1914,"Dee","Moore","D C",190,71,"R","R"
1896,"Dobie","Moore","Walter Lewis",180,70,"R","R"
1954,"Donnie","Moore","Donnie Ray",185,72,"L","R"
1992,"Dylan","Moore","Dylan",205,72,"R","R"
1877,"Earl","Moore","Alonzo Earl",195,72,"R","R"
1899,"Eddie","Moore","Graham Edward",165,67,"R","R"
1908,"Euel","Moore","Euel Walton",185,74,"R","R"
1896,"Ferdie","Moore","Ferdinand De Paige",212,72,NA,NA
1876,"Frank","Moore","Frank Jonah",200,76,"R","R"
1945,"Gary","Moore","Gary Douglas",175,70,"R","L"
1885,"Gene","Moore","Eugene",185,74,"L","L"
1909,"Gene","Moore","Eugene",175,71,"L","L"
1862,"Henry","Moore","Henry Scott",NA,NA,NA,NA
1939,"Jackie","Moore","Jackie Spencer",180,72,"R","R"
1987,"Jeremy","Moore","Jerome Jeremy",190,73,"L","R"
1855,"Jerry","Moore","Jeremiah S.",170,71,"L",NA
1903,"Jim","Moore","James Stanford",165,72,"R","R"
1903,"Jimmy","Moore","James William",187,72,"R","R"
1902,"Johnny","Moore","John Francis",175,70,"L","R"
1908,"Jo-Jo","Moore","Joe Gregg",155,71,"L","R"
1953,"Junior","Moore","Alvin Earl",185,71,"R","R"
1957,"Kelvin","Moore","Kelvin Orlando",195,73,"R","L"
1970,"Kerwin","Moore","Kerwin Lamar",190,73,"B","R"
1970,"Marcus","Moore","Marcus Braymont",195,77,"B","R"
1989,"Matt","Moore","Matthew Cody",210,75,"L","L"
1998,"McKinley","Moore","McKinley David",225,78,"R","R"
1959,"Mike","Moore","Michael Wayne",205,76,"R","R"
NA,"Molly","Moore","Maurice",NA,NA,NA,"R"
1906,"Randy","Moore","Randolph Edward",185,72,"L","R"
1926,"Ray","Moore","Raymond Leroy",195,72,"R","R"
1898,"Roy","Moore","Roy Daniel",185,72,"B","L"
1983,"Scott","Moore","Scott Alanboyd",195,74,"L","R"
1892,"Scrappy","Moore","William Allen",153,68,"R","R"
1912,"Terry","Moore","Terry Bluford",195,71,"R","R"
1948,"Tommy","Moore","Tommy Joe",175,71,"R","R"
1972,"Trey","Moore","Warren Neal",200,73,"L","L"
1987,"Tyler","Moore","Tyler Michael",220,74,"R","R"
1912,"Whitey","Moore","Lloyd Albert",195,73,"R","R"
1897,"Wilcy","Moore","William Wilcy",195,72,"R","R"
1938,"Bob","Moorhead","Charles Robert",208,73,"R","R"
1947,"Bob","Moose","Robert Ralph",200,72,"R","R"
1912,"Jake","Mooty","Jake T.",170,70,"R","R"
1955,"Andres","Mora","Andres",180,72,"R","R"
1972,"Melvin","Mora","Melvin",200,71,"R","R"
1975,"David","Moraga","David Michael",184,72,"L","L"
1999,"Francisco","Morales","Francisco Javier",185,76,"R","R"
1986,"Franklin","Morales","Franklin Miguel",210,73,"L","L"
1949,"Jerry","Morales","Julio Ruben",155,70,"R","R"
1983,"Jose","Morales","Jose Guillermo",200,71,"B","R"
1944,"Jose","Morales","Jose Manuel",187,71,"R","R"
1983,"Kendrys","Morales","Kendrys",242,73,"B","R"
1992,"Osmer","Morales","Osmer Eduardo",196,75,"R","R"
1943,"Rich","Morales","Richard Angelo",170,71,"R","R"
1972,"Willie","Morales","William Anthony",182,70,"R","R"
1938,"Al","Moran","Richard Alan",190,73,"R","R"
1950,"Bill","Moran","Carl William",210,76,"R","R"
1869,"Bill","Moran","William L.",175,70,NA,NA
1933,"Billy","Moran","William Nelson",185,71,"R","R"
1988,"Brian","Moran","Brian William",225,76,"L","L"
1879,"Charles","Moran","Charles Vincent",NA,NA,NA,"R"
1878,"Charlie","Moran","Charles Barthell",180,68,"R","R"
1992,"Colin","Moran","Colin Richard",225,76,"L","R"
1889,"Harry","Moran","Harry Edwin",165,73,"L","L"
1884,"Herbie","Moran","John Herbert",150,65,"L","R"
1912,"Hiker","Moran","Albert Thomas",185,76,"R","R"
1997,"Jovani","Moran","Jovani",167,73,"L","L"
1876,"Pat","Moran","Patrick Joseph",180,70,"R","R"
1884,"Roy","Moran","Roy Ellis",155,68,"R","R"
1870,"Sam","Moran","Samuel",160,NA,NA,"L"
1966,"Mickey","Morandini","Michael Robert",170,71,"L","R"
1979,"Jose","Morban","Jose",170,73,"B","R"
1967,"Mike","Mordecai","Michael Howard",175,71,"R","R"
1881,"Forrest","More","Forrest Thedore",180,72,"R","R"
1899,"Ray","Morehart","Raymond Anderson",157,69,"L","R"
1943,"Dave","Morehead","David Michael",185,73,"R","R"
1934,"Seth","Morehead","Seth Marvin",195,72,"L","L"
1999,"Adrian","Morejon","Adrian",224,71,"L","L"
1930,"Danny","Morejon","Daniel",175,73,"R","R"
1987,"Brent","Morel","Brenton Andre",230,74,"R","R"
1999,"Christopher","Morel","Christopher Rafael",140,72,"R","R"
1974,"Ramon","Morel","Ramon Rafael",175,74,"R","R"
1954,"Keith","Moreland","Bobby Keith",190,72,"R","R"
1985,"Mitch","Moreland","Mitchell Austin",245,75,"L","L"
1869,"Harry","Morelock","A. Harry",NA,NA,NA,NA
1883,"Lew","Moren","Lewis Howard",150,71,"R","R"
1955,"Angel","Moreno","Angel",165,69,"L","L"
1987,"Diego","Moreno","Diego Rafael",235,73,"R","R"
1980,"Edwin","Moreno","Edwin A.",195,73,"R","R"
2000,"Gabriel","Moreno","Gabriel Jose",195,71,"R","R"
1957,"Jose","Moreno","Jose de los Santos Mauricio",175,72,"B","R"
1975,"Juan","Moreno","Juan Carlos",205,73,"L","L"
1921,"Julio","Moreno","Julio",165,68,"R","R"
1952,"Omar","Moreno","Omar Renan",180,74,"L","L"
1977,"Orber","Moreno","Orber",225,75,"R","R"
1949,"Roger","Moret","Rogelio",170,76,"B","L"
1996,"Dauri","Moreta","Dauri Michell",185,74,"R","R"
1889,"Dave","Morey","David Beale",185,72,"L","R"
1990,"Adam","Morgan","Adam Christopher",200,73,"L","L"
1857,"Bill","Morgan","Henry W.",NA,NA,NA,NA
1856,"Bill","Morgan","William",NA,NA,NA,NA
1926,"Bobby","Morgan","Robert Morris",175,69,"R","R"
1910,"Chet","Morgan","Chester Collins",160,69,"L","R"
1895,"Cy","Morgan","Cyril Arlon",170,72,"R","R"
1878,"Cy","Morgan","Harry Richard",175,72,"R","R"
1904,"Ed","Morgan","Edward Carre",180,72,"R","R"
1914,"Eddie","Morgan","Edwin Willis",160,70,"L","L"
1996,"Eli","Morgan","Elijah Allan",190,70,"R","R"
1943,"Joe","Morgan","Joe Leonard",160,67,"L","R"
1930,"Joe","Morgan","Joseph Michael",170,70,"L","R"
1969,"Kevin","Morgan","Kevin Lee",170,73,"R","R"
1959,"Mike","Morgan","Michael Thomas",195,75,"R","R"
1980,"Nyjer","Morgan","Nyjer Jamid",180,70,"L","L"
1853,"Pidgey","Morgan","Daniel",NA,NA,NA,"R"
1889,"Ray","Morgan","Raymond Caryll",155,68,"R","R"
1883,"Red","Morgan","James Edward",180,70,"R","R"
1930,"Tom","Morgan","Tom Stephen",180,73,"R","R"
1928,"Vern","Morgan","Vernon Thomas",190,73,"L","R"
1937,"Moe","Morhardt","Meredith Goodwin",185,73,"L","L"
1883,"Bill","Moriarty","William Joseph",180,74,"R","R"
1912,"Ed","Moriarty","Edward Jerome",180,70,"R","R"
1863,"Gene","Moriarty","Eugene John",130,68,"L","L"
1885,"George","Moriarty","George Joseph",185,72,"R","R"
1974,"Mike","Moriarty","Michael Thomas",195,72,"R","R"
1983,"Juan","Morillo","Juan Bautista",190,73,"R","R"
1992,"Shawn","Morimando","Shawn Peter",206,72,"L","L"
1991,"Mike","Morin","Michael William",220,76,"R","R"
1947,"John","Morlan","John Glen",178,72,"R","R"
1890,"Bill","Morley","William M.",170,71,"R","R"
1969,"Alvin","Morman","Alvin",210,75,"L","L"
1962,"Russ","Morman","Russell Lee",215,76,"R","R"
1981,"Justin","Morneau","Justin Ernest George",220,76,"L","R"
1993,"Max","Moroff","Maxwell Anthony",190,70,"B","R"
1955,"Dan","Morogiello","Daniel Joseph",200,73,"L","L"
1883,"Jim","Moroney","James Francis",175,73,"L","L"
1959,"Jeff","Moronko","Jeffrey Robert",190,74,"R","R"
1993,"Reyes","Moronta","Reyes Armando",265,70,"R","R"
1893,"Bill","Morrell","Willard Blackmer",172,72,"R","R"
1855,"John","Morrill","John Francis",155,70,"R","R"
1986,"A. J.","Morris","Anthony Joseph",195,74,"R","R"
1992,"Akeel","Morris","Akeel Jamael",205,73,"R","R"
1987,"Bryan","Morris","Avery Bryan",220,75,"L","R"
1996,"Cody","Morris","Cody McKinley",205,76,"R","R"
1946,"Danny","Morris","Danny Walker",200,73,"R","R"
1916,"Doyt","Morris","Doyt Theodore",195,76,"R","R"
1862,"Ed","Morris","Edward",165,67,"B","L"
1899,"Ed","Morris","Walter Edward",185,74,"R","R"
1965,"Hal","Morris","William Harold",200,75,"L","L"
1955,"Jack","Morris","John Scott",195,75,"R","R"
1860,"James","Morris","James R.",165,73,NA,NA
1964,"Jim","Morris","James Samuel",215,75,"L","L"
1961,"John","Morris","John Daniel",185,73,"L","L"
1941,"John","Morris","John Wallace",195,74,"R","L"
1974,"Matt","Morris","Matthew Christian",210,77,"R","R"
1854,"Pete","Morris","Peter R.",NA,NA,NA,NA
1880,"Walter","Morris","John Walter",NA,71,"R","R"
1974,"Warren","Morris","Warren Randall",190,71,"L","R"
1894,"Bill","Morrisette","William Lee",176,72,"R","R"
1895,"Guy","Morrison","Walter Guy",185,71,"R","R"
1866,"Hank","Morrison","Stephen Henry",180,70,"R","R"
1952,"Jim","Morrison","James Forrest",175,71,"R","R"
1895,"Johnny","Morrison","John Dewey",188,71,"R","R"
1859,"Jon","Morrison","Jonathan W.",167,69,"L",NA
1987,"Logan","Morrison","Justis Logan",245,75,"L","L"
1867,"Mike","Morrison","Michael",156,68,"R","R"
1894,"Phil","Morrison","Philip Melvin",190,74,"B","R"
1869,"Tom","Morrison","Thomas J.",145,63,NA,NA
1876,"Frank","Morrissey","Michael Joseph",140,64,NA,"R"
1876,"Jack","Morrissey","John Albert",160,70,"B","R"
1856,"John","Morrissey","John J.",NA,NA,NA,NA
1904,"Joseph","Morrissey","Joseph Anselm",178,73,"R","R"
1860,"Tom","Morrissey","Thomas J.",180,71,NA,NA
1984,"Brandon","Morrow","Brandon John",207,75,"R","R"
1904,"Bud","Morse","Newell Obediah",150,69,"L","R"
1886,"Hap","Morse","Peter Raymond",160,68,"R","R"
1982,"Mike","Morse","Michael John",245,77,"R","R"
1985,"Clayton","Mortensen","Clayton Grant",185,76,"R","R"
1931,"Bubba","Morton","Wycliffe Nathaniel",175,70,"R","R"
1944,"Carl","Morton","Carl Wendle",200,72,"R","R"
1983,"Charlie","Morton","Charles Alfred",215,77,"R","R"
1854,"Charlie","Morton","Charles Hazen",150,69,"R","R"
1982,"Colt","Morton","Kristopher Colt",230,77,"R","R"
1893,"Guy","Morton","Guy",175,73,"R","R"
1930,"Guy","Morton","Guy",200,74,"R","R"
1968,"Kevin","Morton","Kevin Joseph",185,74,"R","L"
1858,"Sparrow","Morton","William P.",NA,NA,NA,"L"
1926,"Walt","Moryn","Walter Joseph",205,74,"L","R"
1945,"Ross","Moschitto","Rosaire Allen",175,74,"R","R"
1983,"Guillermo","Moscoso","Guillermo Alejandro",200,73,"R","R"
1991,"Jon","Moscot","Jonathan Solomon",210,76,"R","R"
1984,"Robert","Mosebach","Robert Jonathan",195,76,"R","R"
1959,"Lloyd","Moseby","Lloyd Anthony",200,75,"L","R"
1981,"Dustin","Moseley","Dustin Aaron",215,76,"R","R"
1887,"Earl","Moseley","Earl Victor",168,69,"R","R"
1915,"Arnie","Moser","Arnold Robert",165,71,"R","R"
1881,"Walter","Moser","Walter Frederick",170,69,"R","R"
1853,"Felix","Moses","Felix Inglesby",NA,NA,NA,NA
1946,"Jerry","Moses","Gerald Braheen",210,75,"R","R"
1957,"John","Moses","John William",165,70,"B","L"
1910,"Wally","Moses","Wallace",160,70,"L","L"
1953,"Paul","Moskau","Paul Richard",200,74,"R","R"
1878,"Doc","Moskiman","William Bankhead",170,72,"R","R"
1986,"Daniel","Moskos","Daniel Ross",200,73,"R","L"
1905,"Jim","Mosolf","James Frederick",186,70,"L","R"
1972,"Julio","Mosquera","Julio Alberto",185,72,"R","R"
1983,"Brandon","Moss","Brandon Douglas",210,73,"L","R"
1911,"Charlie","Moss","Charles Crosby",160,70,"R","R"
1976,"Damian","Moss","Damian Joseph",187,72,"R","L"
1918,"Howie","Moss","Howard Glenn",185,71,"R","R"
1925,"Les","Moss","John Lester",205,71,"R","R"
1905,"Mal","Moss","Charles Malcolm",175,72,"R","L"
1901,"Ray","Moss","Raymond Earl",185,73,"R","R"
1929,"Don","Mossi","Donald Louis",195,73,"L","L"
1925,"Earl","Mossor","Earl Dalton",175,73,"L","R"
1896,"Johnny","Mostil","John Anthony",168,68,"R","R"
1966,"Andy","Mota","Andres Alberto",180,70,"R","R"
1975,"Danny","Mota","Daniel Avila",180,72,"R","R"
1973,"Guillermo","Mota","Guillermo",240,78,"R","R"
1965,"Jose","Mota","Jose Manuel",155,69,"B","R"
1938,"Manny","Mota","Manuel Rafael",160,70,"R","R"
1960,"Darryl","Motley","Darryl DeWayne",196,69,"R","R"
1918,"Bitsy","Mott","Elisha Matthew",155,68,"R","R"
1982,"Jason","Motte","Jason Louis",205,72,"R","R"
1989,"Taylor","Motter","Taylor Davis",195,73,"R","R"
1971,"Chad","Mottola","Charles Edward",220,75,"R","R"
1940,"Curt","Motton","Curtell Howard",164,68,"R","R"
1869,"Frank","Motz","Frank H.",160,72,NA,NA
1917,"Glen","Moulder","Glen Hubert",180,72,"R","R"
1886,"Allie","Moulton","Albert Theodore",155,66,"R","R"
1975,"Tony","Mounce","Anthony David",170,74,"L","L"
1860,"Frank","Mountain","Frank Henry",185,71,"R","R"
1997,"Ryan","Mountcastle","Ryan Lee",230,76,"R","R"
1858,"Bill","Mountjoy","William Henry",150,66,"L","R"
1988,"Mike","Moustakas","Michael Christopher",225,72,"L","R"
1968,"James","Mouton","James Raleigh",175,69,"R","R"
1969,"Lyle","Mouton","Lyle Joseph",240,76,"R","R"
1889,"Ray","Mowe","Raymond Benjamin",160,67,"L","R"
1884,"Mike","Mowrey","Harry Harlan",180,70,"R","R"
1908,"Joe","Mowry","Joseph Aloysius",198,72,"B","R"
1995,"Gabriel","Moya","Gabriel Jose",225,72,"L","L"
1991,"Steven","Moya","Steven",260,79,"L","R"
1885,"Ed","Moyer","Charles Edward",NA,NA,NA,"R"
1962,"Jamie","Moyer","Jamie",170,72,"L","L"
1978,"Peter","Moylan","Peter Michael",220,75,"R","R"
1856,"Mike","Moynahan","Michael",165,69,"L","R"
1930,"Ron","Mrozinski","Ronald Frank",160,71,"R","L"
1995,"Zach","Muckenhirn","Zachary Edward",205,72,"L","L"
1937,"Phil","Mudrock","Philip Ray",190,73,"R","R"
1920,"Bill","Mueller","William Lawrence",180,73,"R","R"
1971,"Bill","Mueller","William Richard",175,71,"B","R"
1927,"Don","Mueller","Donald Frederick",185,72,"L","R"
1912,"Emmett","Mueller","Emmett Jerome",167,66,"B","R"
1922,"Gordie","Mueller","Joseph Gordon",200,76,"R","R"
1899,"Heinie","Mueller","Clarence Francis",158,68,"L","L"
1919,"Les","Mueller","Leslie Clyde",190,75,"R","R"
1912,"Ray","Mueller","Ray Coleman",175,69,"R","R"
1894,"Walter","Mueller","Walter John",160,68,"R","R"
1956,"Willie","Mueller","Willard Lawrence",220,76,"R","R"
1930,"Billy","Muffett","Billy Arnold",198,73,"R","R"
1903,"Joe","Muich","Ignatius Andrew",175,74,"R","R"
1922,"Joe","Muir","Joseph Allen",172,73,"L","L"
1984,"Edward","Mujica","Edward Jose",220,75,"R","R"
1996,"Jose","Mujica","Jose Angel",249,74,"R","R"
1913,"Hugh","Mulcahy","Hugh Noyes",190,74,"R","R"
1977,"Mark","Mulder","Mark Alan",200,78,"L","L"
1856,"Mike","Muldoon","Michael D.",165,68,NA,NA
1963,"Terry","Mulholland","Terence John",200,75,"R","L"
1859,"Tony","Mullane","Anthony John",165,70,"B","B"
1905,"Greg","Mulleavy","Gregory Thomas",167,69,"R","R"
1988,"Conor","Mullee","Conor Joseph",195,76,"R","R"
1896,"Billy","Mullen","William John",160,68,"R","R"
1889,"Charlie","Mullen","Charles George",155,70,"R","R"
1917,"Ford","Mullen","Ford Parker",165,69,"L","R"
1877,"Jim","Mullen","James Henry",173,70,"R","R"
1852,"Martin","Mullen","Martin",NA,NA,NA,NA
1975,"Scott","Mullen","Kenneth Scott",190,74,"R","L"
1907,"Freddie","Muller","Frederick William",170,70,"R","R"
1997,"Kyle","Muller","Kyle Douglas",250,79,"R","L"
1918,"Dick","Mulligan","Richard Charles",167,72,"L","L"
1894,"Eddie","Mulligan","Edward Joseph",152,69,"R","R"
1913,"Joe","Mulligan","Joseph Ignatius",210,76,"R","R"
NA,"John","Mulligan","John",NA,NA,NA,NA
1970,"Sean","Mulligan","Sean Patrick",210,74,"R","R"
1880,"George","Mullin","George Joseph",188,71,"R","R"
1862,"Henry","Mullin","Henry J.",160,69,"R",NA
1856,"John","Mullin","John F.",NA,NA,"L","L"
1917,"Pat","Mullin","Patrick Joseph",190,74,"L","R"
1956,"Rance","Mulliniks","Steven Rance",162,71,"L","R"
1994,"Cedric","Mullins","Boyce Cedric",175,68,"L","L"
1957,"Fran","Mullins","Francis Joseph",180,72,"R","R"
1971,"Greg","Mullins","Gregory Eugene",160,70,"L","L"
1893,"Dominic","Mulrenan","Dominic Joseph",170,71,"R","R"
1903,"Frank","Mulroney","Francis Joseph",170,72,"R","R"
1858,"Joe","Mulvey","Joseph Henry",178,71,"R","R"
