"birthYear","nameFirst","nameLast","nameGiven","weight","height","bats","throws"
1978,"Gil","Meche","Gilbert Allen",180,75,"R","R"
1970,"Jim","Mecir","James Jason",195,73,"B","R"
2000,"Wade","Meckler","Wade Jameson",178,70,"L","R"
1980,"Brandon","Medders","Brandon Edward",195,74,"R","R"
1926,"Ray","Medeiros","Ray Antone",163,70,"R","R"
2001,"Victor","Mederos","Victor",227,74,"R","R"
1988,"Tommy","Medica","Thomas Anthony",205,74,"R","R"
1948,"Doc","Medich","George Francis",225,77,"R","R"
1996,"Adonis","Medina","Adonis",187,73,"R","R"
1999,"Luis","Medina","Luis Angel",175,73,"R","R"
1963,"Luis","Medina","Luis Main",200,76,"R","L"
1975,"Rafael","Medina","Rafael Eduardo",194,75,"R","R"
1988,"Yoervis","Medina","Yoervis Jose",245,75,"R","R"
1985,"Kris","Medlen","Kristopher Allen",190,70,"B","R"
1927,"Irv","Medlinger","Irving John",185,71,"L","L"
1961,"Scott","Medvin","Scott Howard",195,73,"R","R"
1911,"Joe","Medwick","Joseph Michael",187,70,"R","R"
1890,"Tommy","Mee","Thomas William",165,68,"R","R"
1862,"Pete","Meegan","Peter James",160,68,NA,NA
1889,"Bill","Meehan","William Thomas",155,69,"R","R"
1867,"Dad","Meek","Frank J.",170,72,NA,NA
1983,"Evan","Meek","Evan David",215,72,"R","R"
1995,"James","Meeker","James Henry",222,76,"R","R"
1900,"Roy","Meeker","Charles Roy",175,69,"L","L"
1867,"Jouett","Meekin","George Jouett",180,73,"R","R"
1923,"Sammy","Meeks","Samuel Mack",160,69,"R","R"
1948,"Phil","Meeler","Charles Philip",215,77,"R","R"
1918,"Russ","Meers","Russell Harlan",170,70,"L","L"
1993,"Trevor","Megill","Trevor J.",250,80,"L","R"
1995,"Tylor","Megill","Tylor J",241,79,"R","R"
1959,"Dave","Meier","David Keith",195,72,"R","R"
1879,"Dutch","Meier","Arthur Ernst",175,70,"R","R"
1896,"Heinie","Meine","Henry William",180,71,"R","R"
1890,"Walt","Meinert","Walter Henry",150,67,"L","L"
1887,"Bob","Meinke","Robert Bernard",135,70,"R","R"
1863,"Frank","Meinke","Frank Louis",172,70,"R",NA
1994,"Ryan","Meisinger","Ryan Thomas",235,76,"R","R"
1853,"George","Meister","George F.",160,NA,NA,NA
1863,"John","Meister","John F.",175,68,NA,NA
1891,"Karl","Meister","Karl Daniel",178,72,"R","R"
1887,"Moxie","Meixell","Merton Merrill",168,70,"L","L"
1993,"Adalberto","Mejia","Adalberto",265,75,"R","L"
1991,"Alex","Mejia","Alejandro DeJesus",200,73,"R","R"
1994,"Erick","Mejia","Erick Augusto",195,71,"B","R"
1995,"Francisco","Mejia","Francisco Jose",188,68,"B","R"
1997,"Humberto","Mejia","Humberto Albert",244,76,"R","R"
1996,"J. C.","Mejia","Jean Carlos",240,77,"R","R"
1989,"Jenrry","Mejia","Jenrry Manuel",205,72,"R","R"
1975,"Miguel","Mejia","Miguel",155,73,"R","R"
1972,"Roberto","Mejia","Roberto Antonio",160,71,"R","R"
1925,"Roman","Mejias","Roman",175,72,"R","R"
1952,"Sam","Mejias","Samuel Elias",170,72,"R","R"
1991,"Seth","Mejias-Brean","Seth Wayne",205,74,"R","R"
1985,"Mark","Melancon","Mark David",215,73,"R","R"
1915,"Dutch","Mele","Albert Ernest",195,72,"L","L"
1922,"Sam","Mele","Sabath Anthony",183,73,"R","R"
1964,"Francisco","Melendez","Francisco Javier",190,72,"L","L"
1965,"Jose","Melendez","Jose Luis",175,74,"R","R"
1949,"Luis","Melendez","Luis Antonio",165,72,"R","R"
1998,"MJ","Melendez","Mervyl Samuel",190,73,"L","R"
1972,"Adam","Melhuse","Adam Michael",185,74,"B","R"
1982,"Kevin","Melillo","Kevin Michael",190,72,"L","R"
1899,"Oscar","Melillo","Oscar Donald",150,68,"R","R"
1993,"Keury","Mella","Keury",234,74,"R","R"
1905,"Joe","Mellana","Joseph Peter",180,70,"R","R"
1874,"Bill","Mellor","William Harpin",190,72,"R","R"
1976,"Juan","Melo","Juan Esteban",206,75,"B","R"
1984,"Jon","Meloan","Jonathan Michael",225,75,"R","R"
1888,"Paul","Meloan","Paul B.",175,70,"L","R"
1886,"Steve","Melter","Stephen Blasius",180,74,"R","R"
1945,"Bill","Melton","William Edwin",200,74,"R","R"
1912,"Cliff","Melton","Clifford George",203,77,"L","L"
1928,"Dave","Melton","David Olin",185,72,"R","R"
1917,"Rube","Melton","Reuben Franklin",205,77,"R","R"
1973,"Mitch","Meluskey","Mitchell Wade",185,72,"B","R"
1989,"Tim","Melville","Timothy Macgill",250,76,"R","R"
1961,"Bob","Melvin","Robert Paul",205,76,"R","R"
2002,"Cristian","Mena","Cristian Jose",200,74,"R","R"
1978,"Kevin","Mench","Kevin Ford",215,72,"R","R"
1982,"Adalberto","Mendez","Adalberto",160,74,"R","R"
1974,"Carlos","Mendez","Carlos Alberto",210,72,"R","R"
1978,"Donaldo","Mendez","Donaldo Alfonso",155,73,"R","R"
1885,"Jose","Mendez","Jose Colmenar",152,70,"R","R"
1990,"Roman","Mendez","Roman Junior",245,75,"R","R"
1995,"Yohander","Mendez","Yohander Manuel",230,76,"L","L"
1993,"Danny","Mendick","Daniel",195,70,"R","R"
1979,"Carlos","Mendoza","Carlos Enrique",190,72,"B","R"
1974,"Carlos","Mendoza","Carlos Ramon",160,71,"L","L"
1983,"Luis","Mendoza","Luis Alonso",245,75,"R","R"
1950,"Mario","Mendoza","Mario",170,71,"R","R"
1955,"Mike","Mendoza","Michael Joseph",215,77,"R","R"
1934,"Minnie","Mendoza","Cristobal Rigoberto",180,72,"R","R"
1972,"Ramiro","Mendoza","Ramiro",154,74,"R","R"
1971,"Frank","Menechino","Frank",175,69,"R","R"
1868,"John","Menefee","John",165,72,"R","R"
1965,"Tony","Menendez","Antonio Gustavo",190,74,"R","R"
1992,"Joey","Meneses","Joey",215,75,"R","R"
1995,"Conner","Menez","Conner Scott",207,74,"L","L"
1993,"Daniel","Mengden","Daniel Joseph",215,73,"R","R"
1969,"Paul","Menhart","Paul Gerard",190,74,"R","R"
1940,"Denis","Menke","Denis John",185,72,"R","R"
1894,"Mike","Menosky","Michael William",163,70,"L","R"
1885,"Ed","Mensor","Edward",145,66,"B","R"
1897,"Ted","Menze","Theodore Charles",172,69,"R","R"
1905,"Mike","Meola","Emile Michael",175,71,"R","R"
1951,"Rudy","Meoli","Rudolph Bartholomew",165,69,"L","R"
1974,"Hector","Mercado","Hector Luis",205,75,"L","L"
1999,"Michael","Mercado","David Michael",205,76,"R","R"
1961,"Orlando","Mercado","Orlando",180,72,"R","R"
1994,"Oscar","Mercado","Oscar Mauricio",197,74,"R","R"
1966,"Orlando","Merced","Orlando Luis",180,72,"B","R"
1969,"Henry","Mercedes","Henry Felipe",185,71,"R","R"
1971,"Jose","Mercedes","Jose Miguel",180,73,"R","R"
1968,"Luis","Mercedes","Luis Roberto",180,72,"R","R"
1990,"Melvin","Mercedes","Melvin",250,75,"R","R"
1993,"Yermin","Mercedes","Yermin Francisco",245,71,"R","R"
1889,"Jack","Mercer","Harry Vernon",NA,71,NA,"R"
1892,"John","Mercer","John Locke",155,70,"L","L"
1986,"Jordy","Mercer","Jordy Joe",210,75,"R","R"
1954,"Mark","Mercer","Mark Kenneth",220,77,"L","L"
1874,"Win","Mercer","George Barclay",154,69,"L","R"
1950,"Andy","Merchant","James Anderson",185,71,"L","R"
1968,"Kent","Mercker","Kent Franklin",175,73,"L","L"
1983,"Cla","Meredith","Olise Cla",180,72,"R","R"
1909,"Spike","Merena","John Joseph",185,72,"L","L"
1902,"Art","Merewether","Arthur Francis",155,69,"R","R"
1956,"Ron","Meridith","Ronald Knox",175,72,"L","L"
1888,"Fred","Merkle","Carl Frederick Rudolf",190,73,"R","R"
1971,"Lou","Merloni","Louis William",188,70,"R","R"
1989,"Whit","Merrifield","Whitley David",195,73,"R","R"
1860,"Ed","Merrill","Edward Mason",176,71,NA,NA
2003,"Jackson","Merrill","Jackson Peter",195,75,"L","R"
1944,"Stump","Merrill","Carl Harrison",185,68,"L","R"
1966,"Brett","Merriman","Brett Alan",210,74,"R","R"
1924,"Lloyd","Merriman","Lloyd Archer",190,72,"L","L"
1870,"Bill","Merritt","William Henry",160,67,"R","R"
1880,"George","Merritt","George Washington",160,72,NA,"R"
1900,"Herm","Merritt","Herman G.",NA,NA,"R","R"
1943,"Jim","Merritt","James Joseph",175,75,"L","L"
1894,"John","Merritt","John Howard",170,71,"R","L"
1933,"Lloyd","Merritt","Lloyd Wesley",189,72,"R","R"
1992,"Ryan","Merritt","Ryan Adam",170,72,"L","L"
1991,"Julian","Merryweather","Julian Christopher",215,76,"R","R"
1922,"Jack","Merson","John Warren",175,71,"R","R"
1872,"Sam","Mertes","Samuel Blair",185,70,"R","R"
1916,"Jim","Mertz","James Verlin",170,70,"R","R"
1917,"Lennie","Merullo","Leonard Richard",166,71,"R","R"
1965,"Matt","Merullo","Matthew Bates",200,74,"L","R"
1998,"Matt","Mervis","Matthew Jared",225,74,"L","R"
1966,"Jose","Mesa","Jose Ramon Nova",170,75,"R","R"
1987,"Melky","Mesa","Melquisedec",200,73,"R","R"
1918,"Steve","Mesner","Stephen Mathias",178,69,"R","R"
1988,"Devin","Mesoraco","Devin Douglas",229,73,"R","R"
1898,"Andrew","Messenger","Andrew Warren",175,72,"R","R"
1884,"Bobby","Messenger","Charles Walter",165,70,"B","R"
1981,"Randy","Messenger","Randall Jerome",260,78,"R","R"
1945,"Andy","Messersmith","John Alexander",200,73,"R","R"
1874,"Tom","Messitt","Thomas John",177,69,NA,"R"
1940,"Tom","Metcalf","Thomas John",174,74,"R","R"
1982,"Travis","Metcalf","Travis Anthony",215,75,"R","R"
1852,"Alfred","Metcalfe","Alfred Tristram",NA,NA,NA,NA
1973,"Mike","Metcalfe","Michael Henry",175,70,"R","R"
1913,"Frank","Metha","Frank Joseph",165,71,"R","R"
1915,"Bud","Metheny","Arthur Beauregard",190,71,"L","L"
1898,"Dewey","Metivier","George Dewey",175,71,"L","R"
1920,"George","Metkovich","George Michael",185,73,"L","L"
1918,"Charlie","Metro","Charles",178,71,"R","R"
1899,"Lenny","Metz","Leonard Ray",170,70,"R","R"
1952,"Butch","Metzger","Clarence Edward",185,73,"R","R"
1947,"Roger","Metzger","Roger Henry",165,72,"B","R"
1918,"William","Metzig","William Andrew",180,73,"R","R"
1903,"Alex","Metzler","Alexander",167,69,"L","R"
1967,"Hensley","Meulens","Hensley Filemon Acasio",200,76,"R","R"
1896,"Bob","Meusel","Robert William",190,75,"R","R"
1893,"Irish","Meusel","Emil Frederick",178,71,"R","R"
1990,"Alex","Meyer","Alex John",225,81,"R","R"
1993,"Ben","Meyer","Benjamin K.",203,78,"L","R"
1885,"Benny","Meyer","Bernhard",170,69,"R","R"
1893,"Billy","Meyer","William Adam",170,69,"R","R"
1939,"Bob","Meyer","Robert Bernard",185,74,"R","L"
1963,"Brian","Meyer","Brian Scott",190,73,"R","R"
1981,"Dan","Meyer","Daniel Livingston",225,74,"R","L"
1952,"Dan","Meyer","Daniel Thomas",180,71,"L","R"
1981,"Drew","Meyer","Drew Edward",200,70,"L","R"
1915,"Dutch","Meyer","Lambert Daniel",181,70,"R","R"
1909,"George","Meyer","George Francis",160,69,"R","R"
1932,"Jack","Meyer","John Robert",175,73,"R","R"
1962,"Joey","Meyer","Tanner Joe",260,75,"R","R"
1888,"Lee","Meyer","Lee",145,68,"L","R"
1999,"Max","Meyer","Max Thomas",196,72,"L","R"
1923,"Russ","Meyer","Russell Charles",175,73,"B","R"
1957,"Scott","Meyer","Scott William",195,73,"R","R"
1849,"Levi","Meyerle","Levi Samuel",177,73,"R","R"
1975,"Chad","Meyers","Chad William",190,72,"R","R"
1865,"George","Meyers","John George",NA,NA,NA,NA
1880,"Jack","Meyers","John Tortes",194,71,"R","R"
1996,"Jake","Meyers","Jacob Berkshire",200,72,"R","L"
1859,"Lou","Meyers","Lewis Henry",165,71,"R","R"
1976,"Bart","Miadich","John Barton",205,76,"R","R"
1970,"Dan","Miceli","Daniel",185,73,"R","R"
1928,"Mickey","Micelotta","Robert Peter",185,71,"R","R"
1938,"Gene","Michael","Eugene Richard",183,74,"B","R"
1926,"Cass","Michaels","Casimir Eugene",175,71,"R","R"
1976,"Jason","Michaels","Jason Drew",215,72,"R","R"
1907,"John","Michaels","John Joseph",154,70,"L","L"
1902,"Ralph","Michaels","Ralph Joseph",178,70,"R","R"
1893,"John","Michaelson","John August",165,69,"R","R"
1971,"Chris","Michalak","Christian Matthew",195,74,"L","L"
1926,"Ed","Mickelson","Edward Allen",205,75,"R","R"
1930,"Glenn","Mickens","Glenn Roger",175,72,"R","R"
1984,"Kam","Mickolio","Kameron Kraig",255,81,"R","R"
1975,"Jason","Middlebrook","Jason Douglas",215,75,"R","R"
1988,"Will","Middlebrooks","William Scott",220,75,"R","R"
1889,"Jim","Middleton","James Blaine",165,71,"R","R"
1900,"John","Middleton","John Wayne",185,73,"L","L"
1993,"Keynan","Middleton","Keynan Anthony",215,75,"R","R"
1914,"Dick","Midkiff","Richard James",185,74,"R","R"
1882,"Ezra","Midkiff","Ezra Millington",180,70,"L","R"
1963,"Gary","Mielke","Gary Roger",185,75,"R","R"
1974,"Doug","Mientkiewicz","Douglas Andrew",195,74,"L","R"
1924,"Ed","Mierkowicz","Edward Frank",205,76,"R","R"
1968,"Matt","Mieske","Matthew Todd",185,72,"R","R"
1925,"Larry","Miggins","Lawrence Edward",198,76,"R","R"
1911,"John","Mihalic","John Michael",172,71,"R","R"
1984,"Jose","Mijares","Jose Manuel",265,71,"L","L"
1939,"Pete","Mikkelsen","Peter James",210,74,"R","R"
1910,"Hank","Miklos","John Joseph",175,71,"L","L"
1988,"Miles","Mikolas","Miles Tice",230,76,"R","R"
1926,"Eddie","Miksis","Edward Thomas",185,72,"R","R"
1964,"Bob","Milacki","Robert",220,76,"R","R"
1887,"Clyde","Milan","Jesse Clyde",168,69,"L","R"
1894,"Horace","Milan","Horace Robert",175,69,"R","R"
1951,"Larry","Milbourne","Lawrence William",161,72,"B","R"
1968,"Mike","Milchin","Michael Wayne",180,75,"L","L"
1976,"Aaron","Miles","Aaron Wade",180,68,"B","R"
1918,"Carl","Miles","Carl Thomas",178,71,"B","L"
1909,"Dee","Miles","Wilson Daniel",175,72,"L","R"
1936,"Don","Miles","Donald Ray",210,73,"L","L"
1943,"Jim","Miles","James Charlie",210,74,"R","R"
1962,"Dave","Miley","David Allen",190,74,"L","R"
1953,"Mike","Miley","Michael Wilfred",185,73,"B","R"
1986,"Wade","Miley","Wade Allen",220,74,"L","L"
1969,"Sam","Militello","Sam Salvatore",200,75,"R","R"
1895,"Johnny","Miljus","John Kenneth",178,73,"R","R"
1943,"Felix","Millan","Felix Bernardo",172,71,"R","R"
1971,"Kevin","Millar","Kevin Charles",195,73,"R","R"
1865,"Frank","Millard","Frank E.",NA,NA,NA,NA
1998,"Drew","Millas","Andrew Theodore",198,72,"B","R"
1985,"Lastings","Milledge","Lastings Darnell",210,71,"R","R"
1985,"Andrew","Miller","Andrew Mark",200,79,"L","L"
1875,"Bert","Miller","Herbert Alexander",NA,NA,NA,NA
1879,"Bill","Miller","William Alexander",170,74,"L","L"
1910,"Bill","Miller","William Francis",180,72,"R","R"
1927,"Bill","Miller","William Paul",175,72,"L","L"
1894,"Bing","Miller","Edmund John",185,72,"R","R"
1935,"Bob","Miller","Robert Gerald",185,73,"R","L"
1926,"Bob","Miller","Robert John",190,75,"R","R"
1939,"Bob","Miller","Robert Lane",180,73,"R","R"
1868,"Bob","Miller","Robert W.",NA,NA,NA,NA
1999,"Bobby","Miller","Robert Anthony",220,77,"L","R"
1989,"Brad","Miller","Bradley Austin",195,74,"L","R"
1995,"Brian","Miller","Brian Christopher",196,73,"L","R"
1947,"Bruce","Miller","Charles Bruce",185,73,"R","R"
1998,"Bryce","Miller","Bryce Austen",180,74,"R","R"
1890,"Charlie","Miller","Charles Elmer",NA,69,NA,"R"
1877,"Charlie","Miller","Charles Hess",190,72,"R","R"
1889,"Chuck","Miller","Charles Marion",155,68,"L","L"
1976,"Corky","Miller","Corky Abraham Philip",250,73,"R","R"
1859,"Cyclone","Miller","Joseph",165,69,NA,"L"
1969,"Damian","Miller","Damian Donald",202,75,"R","R"
1958,"Darrell","Miller","Darrell Keith",200,74,"R","R"
1883,"Doc","Miller","Roy Oscar",170,70,"L","L"
1886,"Dots","Miller","John Barney",170,71,"R","R"
1868,"Dusty","Miller","Charles Bradley",170,71,"L","R"
1876,"Dusty","Miller","Dakin Evans",175,70,"L","R"
1946,"Dyar","Miller","Dyar K.",195,73,"R","R"
1888,"Ed","Miller","Edwin Collins",180,72,"R","R"
NA,"Ed","Miller","L. Edward",NA,NA,NA,NA
1957,"Eddie","Miller","Edward Lee",175,69,"B","R"
1916,"Eddie","Miller","Edward Robert",180,69,"R","R"
1890,"Elmer","Miller","Elmer",175,72,"R","R"
1903,"Elmer","Miller","Elmer Joseph",189,71,"L","L"
1998,"Erik","Miller","Erik Christopher",268,77,"L","L"
1886,"Frank","Miller","Frank Lee",188,72,"R","R"
1886,"Fred","Miller","Frederick Holman",190,74,"L","L"
1853,"George","Miller","George C.",160,65,"R","R"
1864,"George","Miller","George Frederick",145,66,"R","R"
1913,"Hack","Miller","James Eldridge",215,71,"R","R"
1894,"Hack","Miller","Laurence H.",195,69,"R","R"
1886,"Hughie","Miller","Hugh Stanley",175,73,"R","R"
1992,"Ian","Miller","Ian Andrew",170,72,"L","R"
1985,"Jai","Miller","Randall Jai",200,75,"R","R"
1895,"Jake","Miller","Jacob George",170,70,"R","R"
1898,"Jake","Miller","Walter",170,74,"L","L"
1982,"Jason","Miller","Jason Douglas",195,73,"L","L"
1982,"Jim","Miller","James Matthew",200,73,"R","R"
1880,"Jim","Miller","James McCurdy",143,64,"R","R"
1861,"Joe","Miller","Joseph A.",165,69,"R",NA
1850,"Joe","Miller","Joseph Wick",169,70,NA,NA
1944,"John","Miller","John Allen",195,71,"R","R"
1941,"John","Miller","John Ernest",210,74,"R","R"
1977,"Justin","Miller","Justin Mark",215,74,"R","R"
1987,"Justin","Miller","Justin Ryan",225,75,"R","R"
1963,"Keith","Miller","Keith Alan",175,71,"R","R"
1963,"Keith","Miller","Neal Keith",175,71,"B","R"
1873,"Kohly","Miller","Frank Aloyvisous",145,69,NA,NA
1972,"Kurt","Miller","Kurt Everett",205,77,"R","R"
1937,"Larry","Miller","Larry Don",195,72,"L","L"
1960,"Lemmie","Miller","Lemmie Earl",190,73,"R","R"
1917,"Marvin","Miller","Marvin Julian",NA,NA,NA,NA
1998,"Mason","Miller","Mason James",220,77,"R","R"
1971,"Matt","Miller","Matt Jacob",210,75,"R","R"
1974,"Matt","Miller","Matthew Lincoln",175,75,"L","L"
1989,"Mike","Miller","Michael Ryan",170,69,"R","R"
1946,"Norm","Miller","Norman Calvin",185,70,"L","R"
1969,"Orlando","Miller","Orlando",180,73,"R","R"
1901,"Otis","Miller","Otis Louis",168,70,"R","R"
1889,"Otto","Miller","Lowell Otto",196,72,"R","R"
1996,"Owen","Miller","Owen Robert",185,72,"R","R"
1915,"Ox","Miller","John Anthony",190,73,"R","R"
1965,"Paul","Miller","Paul Robert",215,77,"R","R"
1873,"Ralph","Miller","Ralph Darwin",170,71,"R","R"
1899,"Ralph","Miller","Ralph Henry",190,73,"R","L"
1896,"Ralph","Miller","Ralph Joseph",190,72,"R","R"
1953,"Randy","Miller","Randall Scott",180,73,"R","R"
1888,"Ray","Miller","Raymond Peter",168,70,"L","L"
1945,"Ray","Miller","Raymond Roger",200,75,"R","R"
1897,"Red","Miller","Leo Alphonso",195,71,"R","R"
1948,"Rick","Miller","Richard Alan",175,72,"L","L"
1940,"Rod","Miller","Rodney Carter",160,70,"L","R"
1954,"Roger","Miller","Roger Wesley",200,75,"R","R"
1918,"Ronny","Miller","Roland Arthur",167,71,"B","R"
1876,"Roscoe","Miller","Roscoe Clyde",190,74,"R","R"
1900,"Rudy","Miller","Rudel Charles",180,73,"R","R"
1900,"Russ","Miller","Russell Lewis",165,71,"R","R"
1996,"Ryan","Miller","Ryan Robert",180,72,"R","R"
1990,"Shelby","Miller","Shelby Charles",225,75,"R","R"
1927,"Stu","Miller","Stuart Leonard",165,71,"R","R"
1850,"Tom","Miller","Thomas P.",136,66,NA,NA
1897,"Tom","Miller","Thomas Royall",180,71,"L","R"
1972,"Travis","Miller","Travis Eugene",205,75,"R","L"
1973,"Trever","Miller","Trever Douglas",200,75,"R","L"
1995,"Tyson","Miller","Tyson Marcus",225,76,"R","R"
1976,"Wade","Miller","Wade Thomas",185,74,"R","R"
1883,"Walt","Miller","Walter W.",180,71,"R","R"
1884,"Ward","Miller","Ward Taylor",177,71,"L","R"
1885,"Warren","Miller","Warren Lemuel",160,70,"L","L"
1915,"Whitey","Miller","Kenneth Albert",195,73,"R","R"
1965,"Joe","Millette","Joseph Anthony",180,73,"R","R"
1973,"Ralph","Milliard","Ralph Gregory",170,71,"R","R"
1906,"Wally","Millies","Walter Louis",170,70,"R","R"
1878,"Billy","Milligan","William Joseph",NA,67,"R","L"
1861,"John","Milligan","John",192,72,"R","R"
1904,"John","Milligan","John Alexander",172,70,"R","L"
1961,"Randy","Milligan","Randy Andre",200,74,"R","R"
1926,"Bob","Milliken","Robert Fogle",195,72,"R","R"
1966,"Alan","Mills","Alan Bernard",190,73,"R","R"
1991,"Alec","Mills","Alec Thomas",205,76,"R","R"
1903,"Art","Mills","Arthur Grant",155,70,"R","R"
1919,"Bill","Mills","William Henry",175,70,"R","R"
1985,"Brad","Mills","Bradley Aaron",190,72,"R","L"
1957,"Brad","Mills","James Bradley",195,72,"L","R"
1908,"Buster","Mills","Colonel Buster",195,71,"R","R"
1844,"Charlie","Mills","Charles F.",165,72,NA,NA
1945,"Dick","Mills","Richard Allan",195,75,"R","R"
1845,"Everett","Mills","Everett",174,73,NA,NA
1895,"Frank","Mills","Frank LeMoyne",180,72,"L","R"
1910,"Howard","Mills","Howard Robinson",187,73,"L","L"
1889,"Jack","Mills","Abbott Paige",165,72,"L","R"
1892,"Rupert","Mills","Rupert Frank",185,74,"R","R"
1877,"Willie","Mills","William Grant",150,67,"R","R"
1995,"Wyatt","Mills","Gregory Wyatt",214,76,"R","R"
1974,"Kevin","Millwood","Kevin Austin",230,76,"R","R"
1913,"Al","Milnar","Albert Joseph",195,74,"L","L"
1925,"Pete","Milne","William James",180,73,"L","R"
1959,"Brian","Milner","Brian Tate",200,74,"R","R"
1955,"Eddie","Milner","Eddie James",173,71,"L","L"
1991,"Hoby","Milner","Hoby Trey",175,75,"L","L"
1949,"John","Milner","John David",185,72,"L","L"
1987,"Tommy","Milone","Tomaso Anthony",215,72,"L","L"
1915,"Mike","Milosevich","Michael",172,70,"R","R"
1903,"George","Milstead","George Earl",144,70,"L","L"
1975,"Eric","Milton","Eric Robert",200,75,"L","L"
1879,"Larry","Milton","Samuel Lawrence",NA,73,NA,"R"
1969,"Mike","Mimbs","Michael Randall",182,74,"L","L"
1882,"Cotton","Minahan","Edmund Joseph",190,72,"R","R"
1930,"Rudy","Minarcin","Rudolph Anthony",195,72,"R","R"
1990,"Juan","Minaya","Juan Gustavo",210,76,"R","R"
1938,"Don","Mincher","Donald Ray",205,75,"L","R"
1851,"Ed","Mincher","Edward M.",155,67,NA,NA
1969,"Nate","Minchey","Nathan Derek",225,80,"R","R"
1897,"Ray","Miner","Raymond Theodore",160,71,"R","L"
1982,"Zach","Miner","Zachary Charles",225,76,"R","R"
1954,"Craig","Minetto","Craig Stephen",185,72,"L","L"
1944,"Steve","Mingori","Stephen Bernard",165,70,"L","L"
1865,"Dan","Minnehan","Daniel Joseph",145,70,"R","R"
1923,"Paul","Minner","Paul Edison",200,77,"L","L"
1931,"Don","Minnick","Donald Athey",195,75,"R","R"
1966,"Blas","Minor","Blas",195,75,"R","R"
1974,"Damon","Minor","Damon Reed",230,79,"L","L"
1987,"Mike","Minor","Michael David",210,76,"R","L"
1974,"Ryan","Minor","Ryan Dale",225,79,"R","R"
1923,"Minnie","Minoso","Saturnino Orestes Armas",175,70,"R","R"
1947,"Jim","Minshall","James Edward",215,78,"R","R"
1993,"A. J.","Minter","Alex Jordan",215,72,"L","L"
1951,"Greg","Minton","Gregory Brian",180,74,"B","R"
1968,"Steve","Mintz","Stephen Wayne",190,71,"L","R"
1964,"Gino","Minutelli","Gino Michael",180,72,"L","L"
1954,"Paul","Mirabella","Paul Thomas",190,73,"L","L"
1970,"Doug","Mirabelli","Douglas Anthony",205,73,"R","R"
1969,"Angel","Miranda","Angel Luis",160,73,"L","L"
1989,"Ariel","Miranda","Ariel",190,74,"L","L"
1998,"Jose","Miranda","Jose Francisco",210,74,"R","R"
1983,"Juan","Miranda","Juan Miguel",220,72,"L","L"
1926,"Willy","Miranda","Guillermo",150,69,"B","R"
1981,"Pat","Misch","Patrick Theodore Joseph",195,74,"R","L"
1994,"Anthony","Misiewicz","Anthony",196,73,"R","L"
1998,"Kameron","Misner","Kameron Lee",220,76,"L","L"
1885,"John","Misse","John Beverly",150,68,"R","R"
1968,"Mike","Misuraca","Michael William",190,72,"R","R"
1856,"Bobby","Mitchell","Robert McKasha",135,65,"L","L"
1955,"Bobby","Mitchell","Robert Van",170,70,"L","L"
1943,"Bobby","Mitchell","Robert Vance",185,75,"R","R"
1991,"Bryan","Mitchell","Bryan Bedford",215,74,"L","R"
1999,"Cal","Mitchell","Calvin",205,72,"L","L"
1962,"Charlie","Mitchell","Charles Ross",170,75,"R","R"
1891,"Clarence","Mitchell","Clarence Elmer",190,71,"L","L"
1954,"Craig","Mitchell","Craig Seton",180,75,"R","R"
1987,"D. J.","Mitchell","William Douglas",160,72,"R","R"
1921,"Dale","Mitchell","Loren Dale",195,73,"L","L"
1878,"Fred","Mitchell","Frederick Francis",185,69,"R","R"
1998,"Garrett","Mitchell","Garrett Antony-Charles",215,75,"L","R"
1965,"John","Mitchell","John Kyle",165,74,"R","R"
1894,"Johnny","Mitchell","John Franklin",155,68,"B","R"
1969,"Keith","Mitchell","Keith Alexander",180,70,"R","R"
1962,"Kevin","Mitchell","Kevin Darnell",186,70,"R","R"
1971,"Larry","Mitchell","Larry Paul",220,73,"R","R"
1879,"Mike","Mitchell","Michael Francis",185,73,"R","R"
1901,"Monroe","Mitchell","Monroe Barr",170,73,"R","R"
1949,"Paul","Mitchell","Paul Michael",195,73,"R","R"
1885,"Roy","Mitchell","Albert Roy",170,69,"R","R"
1985,"Russ","Mitchell","Russell Lance",200,71,"R","R"
1889,"Willie","Mitchell","William",176,72,"R","L"
1981,"Sergio","Mitre","Sergio Armando",225,75,"R","R"
1890,"Ralph","Mitterling","Ralph",165,70,"R","R"
1945,"George","Mitterwald","George Eugene",195,74,"R","R"
1997,"Casey","Mize","Casey Arthur",212,75,"R","R"
1913,"Johnny","Mize","John Robert",215,74,"L","R"
1930,"Vinegar Bend","Mizell","Wilmer David",205,75,"R","L"
1960,"John","Mizerock","John Joseph",190,71,"L","R"
1897,"Bill","Mizeur","William Francis",180,72,"L","R"
1968,"Dave","Mlicki","David John",185,76,"R","R"
1999,"Carmen","Mlodzinski","Carmen Alexander",220,74,"R","R"
1964,"Kevin","Mmahat","Kevin Paul",220,77,"L","L"
1948,"Dave","Moates","David Allen",163,69,"L","L"
1983,"Garrett","Mock","Garrett Lee",230,76,"B","R"
1922,"Mike","Modak","Michael",195,70,"R","R"
1971,"Brian","Moehler","Brian Merritt",195,75,"R","R"
1975,"Chad","Moeller","Chad Edward",207,75,"R","R"
1885,"Danny","Moeller","Daniel Edward",165,71,"B","R"
1967,"Dennis","Moeller","Dennis Michael",195,74,"R","L"
